album_type,songs,avg_lifecycle_days,median_lifecycle_days,avg_peak_position,avg_time_to_peak,avg_popularity,avg_stability
album,293,48.18771331058021,7.0,22.928327645051194,8.61433447098976,70.55290102389078,0.9699723415323718
single,290,64.7448275862069,29.0,20.9,10.424137931034483,78.15172413793104,0.9592679760907152
