is_explicit,songs,avg_lifecycle_days,median_lifecycle_days,avg_peak_position,avg_time_to_peak,avg_popularity,avg_retention_stability
False,329,58.64741641337386,16.0,22.21580547112462,9.617021276595745,74.57446808510639,0.9635433374923578
True,254,53.54330708661417,14.5,21.53543307086614,9.381889763779528,74.01968503937007,0.9660781539382152
